ionA,H,Li,Be,B,C,N,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi
Al,10.0,0.43406732134393095,0.40265887730257416,0.3906441091153912,0.35833550378447176,3.601675328763932,363.40251537948257,63.62375119003815,0.9196717247805299,0.48627947738169075,0.0,0.5592711786903461,1.2961719867851114,1.216920986609833,38.251786094343025,1.5818297349426784,2.1335065112107836,0.18414170775518107,0.8541992948892927,4.571208564635792,2.4894881700903904,0.8796589229848888,0.7311541105902161,0.7798882917690153,0.5650075531644635,0.9916966966579636,0.8027708067763524,0.07303927594561653,0.6355691683290751,2.135516268961776,0.4411833989592416,16.773053472951645,3.5309399750677195,24.014175507463523,0.8332836113547746,0.5519361374722681,2.363113503536095,1.4102731588253798,10.0,0.8294388227651378,4.021152940056243,0.6825396380648302,0.812425816380587,1.9195356549315297,0.1536603598839558,10.220897083300489,1.1862316364803474,1.497155346810622,1.1946831063049277,10.0,10.0,4.044226734657778,4.357981342335888,3.9131310729488047,2.7159151389149554,4.152172037481003,4.152172037481003,2.6564367254042236,3.448808861512384,1.6711876176908786,1.180655405161319,2.8932357458184232,1.131713700996091,0.8746102449363806,0.6813170858072458,0.5105055090966375,5.070590497456275,1.201268456989036,1.2270885331134156,2.555561685405962,2.075584280766837,1.4662773894815468,7.03816819507177,10.0,2.2077235752200712,1.0916454951778674,2.2383306645045535,1.1340518175719132
Si,13.697633096276162,0.3378006484069736,0.24514650923391898,2.1257165449128883,6.806722409372783,22.73010801196143,302.9456332606543,10.0,3.4244736805426026,0.6648289559382979,0.5592711786903461,0.0,0.30393803775495853,0.9712349923316073,10.0,7.32446797298943,3.5596177269553917,2.987639517402377,0.4529233094960981,0.1847565825289903,0.37786300059838157,1.228993140668152,1.2274210533708656,0.736292145833013,1.6040041616796288,1.8723949169428136,0.26991188003924665,1.1095098349181671,0.055858807317244574,0.1744503182764419,0.9519862958862608,10.0,44.154127062657345,52.45525841718945,3.4169353694749747,0.8983220462239517,4.769604150818516,1.2799905547298418,3.0981866795180677,1.9394905076412061,6.325094315330349,4.47033701193151,0.9379314737332254,0.6418816063375048,1.2099096846417297,0.4296994112478972,10.272042393244202,0.6356864681140703,2.613343879947642,10.0,39.13818907091057,31.112823021537764,4.032736745943531,10.45614791825636,5.056596597609867,5.216933949586507,5.216933949586507,1.5971134902164272,3.2492402422330855,1.6112331306646932,2.419623612104485,2.439441682630912,2.400332614137012,1.4592948758037565,3.154524653758038,1.654866653420121,1.9876808621779747,1.6716987575491338,2.2009621391744454,3.187264345781382,10.0,2.8848880188817736,11.06884295238995,7.789270230471023,1.0713892937969094,16.83462195477162,7.487220489601324,10.333635757732912
P,10.0,5.508513196123638,0.660028577409027,0.7234101328121277,10.0,10.0,487.1394688344427,10.0,10.326019702361618,6.539793721869498,1.2961719867851114,0.30393803775495853,0.0,0.3316242510895997,3.8740612918983697,68.21685159001596,7.409791220413515,2.113289463673879,3.7101809238141605,0.17390380353329588,0.23897162048594814,0.8298182563961956,2.752259431176318,8.31453179648775,4.6587781235222465,1.5293478767683644,2.0603365866239503,1.4315351961125546,0.3079293315115726,0.06047639336550959,0.5835223440329198,10.0,10.0,10.0,0.8498023741043271,1.3230629372414133,0.7741415187879294,5.732162179603138,10.0,10.0,6.629228987319256,7.671320095718224,3.2166798210903846,5.377812529140207,1.179129931749845,2.802439663344486,3.3780194577425497,10.0,10.0,10.0,10.0,19.09111711787168,0.8992630998570494,12.107404740500057,3.1474460692791575,1.9558931979497167,1.9558931979497167,1.9719857615362004,2.4501305329461553,4.680584100757143,4.310156008734298,1.4951735678902673,1.9452187166609973,1.0276991430303035,0.8110265385189508,1.1173228798107995,0.8109188169698897,1.101781520701915,10.0,10.0,10.0,10.0,1.9297759821283316,10.0,5.03040911699507,8.941656589867142,6.810509363245095,5.270128984633555
S,10.0,15.774099593664571,0.12158027271175596,0.39687124922062067,35.796545606610486,0.31994411907187503,1.0393318399297062,7.250814550625875,12.18966514957534,11.108695758957541,1.216920986609833,0.9712349923316073,0.3316242510895997,0.0,0.9394762139812881,8.27723689560833,3.605270645243187,10.0,38.04266227059121,2.0491203557166178,0.10318777578534198,9.270802386718616,42.44911003407852,69.6402275291474,6.072459957841814,77.45049821435283,0.6145892952977173,0.6340312879549861,2.132127737865939,1.6274110021049248,0.08428626814977846,0.7704970954642614,10.011766834922073,15.14592122263772,3.7379066758937345,5.875593257702001,29.313598174253986,0.5350197566128476,10.0,2.1240929150198387,10.0,24.531457940218022,41.26944086636193,19.09052765512371,62.0665005584188,43.828370039641975,3.682748745888195,0.4176239774019602,0.6970881750804377,25.673990295119694,17.284365710695187,8.976685658699846,4.99787550239694,4.801242827567821,5.578890556813613,5.850508304930412,5.850508304930412,8.757396128807354,6.282141221754857,47.98461743057008,76.80553283927465,6.420884484482473,23.518680042835047,8.076842699299581,9.537987449906925,10.0,10.0,25.393672107307413,1.1403694597968836,10.0,10.0,10.0,10.0,10.0,8.614068127645764,10.0,2.6011205067593854,2.8499568850655
Cl,10.0,3.8286478874671768,10.0,0.6208993738147373,10.0,3.216781912589666,0.7231116991357722,0.22801227688126197,2.333685678295837,50.43601904682097,38.251786094343025,10.0,3.8740612918983697,0.9394762139812881,0.0,1.7406865155366258,9.436868731961946,11.562541367163524,28.608921262439036,12.043769294512204,0.42641689964393714,45.78865318246564,1.241685706843383,37.705756014936654,35.92276323612064,10.0,45.19567156880853,9.005354920903413,1.4935301491480024,16.557868782628816,3.091740064975089,0.10958891897979865,2.0096115905463887,7.1732702296579385,6.195871124376575,19.20987395040728,24.4223178000793,23.154827801859895,10.0,10.0,19.707283579650365,10.0,4.099396122280289,41.44800117564562,6.872193761031173,32.954298432630985,4.537275833581369,14.592260014107229,0.09484863351318912,4.265113569257555,40.97775493440043,3.9501008648469447,8.267616877410022,3.546336812536702,3.619660771108696,3.9274443719916032,3.9274443719916032,6.846420735303941,3.7649073825917285,4.766478963219951,3.509757896924964,4.000527624348182,3.6490993399058183,7.304973527133903,4.423392272550344,8.788697294726939,16.35141809504364,25.93865672129106,10.0,0.8864860660347488,10.0,10.0,10.0,10.0,22.812514698765394,4.072465271836367,7.22166616064868,3.845956152309326
K,10.0,0.5766289375600381,10.0,10.0,10.0,3.548813905115318,11.780202966666064,9.097195481062787,0.39134757963995537,1.5177478615849622,1.5818297349426784,7.32446797298943,68.21685159001596,8.27723689560833,1.7406865155366258,0.0,0.5576349208942545,0.960491317063382,2.5376554005117673,11.527378628902385,1.2153020075405534,3.2187023967250057,1.217364541529524,1.8733246591437813,1.4096242092702054,0.9883037929487857,1.4627720547063143,3.6961043043167523,6.827755368788076,3.288049154045345,10.254699033985414,1.3471523158257137,0.20523562851825056,0.5710626430310993,0.769247976831868,2.198986115901826,2.242742305956447,0.643087646967459,3.679495869808203,0.8905297132303372,7.468887004277292,2.5064957302607085,0.8444452790035535,2.7971516750526253,0.8825487619616318,4.2203652999319745,0.4200602694213658,2.5956091650619157,1.6504351709540088,0.30142947360213135,0.40372744875737526,0.6386000608766502,0.8221423574956904,0.6434552278042697,0.5276998063416444,0.6361829561951982,0.6361829561951982,0.8884427907424042,0.7599696687843752,0.569670504322911,0.6224755319621738,0.4950721552492129,0.5445815178601261,0.8108148120713653,0.593215147885749,1.1249240027311735,3.2469873910752374,1.8233516549165074,0.5344803285606912,1.0922189570466632,21.519819309162774,7.866703699189502,2.6472391503532036,0.9530482202931017,10.0,0.7526646642399729,0.7879147967594137,1.544277601071123
Ca,10.0,0.9628490106711863,10.0,12.17456121151887,10.0,10.0,12.938508844198543,165.07564370891717,0.4038945197028192,0.39611734119479963,2.1335065112107836,3.5596177269553917,7.409791220413515,3.605270645243187,9.436868731961946,0.5576349208942545,0.0,0.6536372804742873,0.8756386461988832,5.024442962921362,3.6235967275428793,0.3199168804225613,0.4315188643658103,0.5714560985201158,0.5503288826889188,17.495592652211542,0.8313627489082398,1.466544587042218,1.7468996969945914,2.614628436579066,1.5949520631119949,7.813739100070078,1.123659855417367,0.15030199192449142,0.44688041130275735,0.9211927660315441,0.8435020043746337,0.5884892518060817,6.679060869952994,0.5587119848316381,1.3781094981343534,0.7633461298027953,1.645973984241381,0.32728604960135355,1.4374869294397215,0.606246461592731,0.5124616290394997,1.1306230734490024,5.500028266282967,1.0004685395894868,0.5161552833552163,0.2781654315018265,0.5733069156945712,0.31925817037586973,0.3541445672617718,0.3425898048873783,0.3425898048873783,0.4692228874752614,0.5568167334319737,0.5650226221410918,0.4021245875648703,0.6597435233850504,0.7106466150581757,0.517711077555655,0.6340988038049135,0.788820189104112,3.7930909784368305,1.145881276265412,0.46752955444031363,1.48864199294011,1.2789119324888354,1.0580597108442558,0.7532748623834457,1.5984810910254788,0.7880363165022294,1.0412294256780934,0.4082532107598644,2.5371461016707912
Sc,10.0,0.7063473166454398,10.0,7.899654984892673,10.0,2.615644506593962,58.18342403664742,107.13655900101224,0.4992586067718401,0.42897598615532123,0.18414170775518107,2.987639517402377,2.113289463673879,10.0,11.562541367163524,0.960491317063382,0.6536372804742873,0.0,1.1789033949058194,0.8819323312775629,5.426191796231393,0.4296975851426961,0.9151259308999774,0.47160799423330413,0.48874775872650494,1.1014139359278525,0.9730511771505007,0.29643997394486543,2.6427257685580727,3.3004919151845855,1.6785474507006084,14.635221643990894,0.9218908406356537,3.892609394321161,0.285839790305602,0.9180205469537777,1.0063837465896712,0.9553704015837455,10.0,0.4739954777526806,2.7101502836999933,0.5649340672457746,1.1917701873527795,0.6472256618021112,0.26752208872232314,6.567923890967174,1.309309653939795,0.6375964611498478,0.6930032384475192,2.4885964762022565,4.144958744597778,0.6550859651782467,0.9118191412033531,0.49349885786554243,0.5392480501391533,0.6456866246402655,0.6456866246402655,0.8134645535178516,0.4688048664919492,0.47639923279408963,0.4481654254269242,0.4385051762051113,0.3536139348622146,0.49422346778394527,0.4666806738053975,0.22810335900250486,0.5626917612116142,0.9388988487164711,0.4286852738523958,0.29556241320341897,4.5247535935815435,0.9417713395884384,2.661088801250799,2.404051208387966,0.6989950308386981,0.8111701960208136,2.2260514706076577,1.533865967847156
Ti,10.0,1.2266694203632185,4.362009358286685,6.62707500641507,4.400227753162181,1.1932750687721871,32.412768177108816,10.0,1.2672128132249645,0.50478967730484,0.8541992948892927,0.4529233094960981,3.7101809238141605,38.04266227059121,28.608921262439036,2.5376554005117673,0.8756386461988832,1.1789033949058194,0.0,2.5809407727762643,4.65023837695109,0.36266973232080213,0.6495648038470949,0.5833393198083651,0.44022125221403285,1.1269303093486827,0.3579658529338744,0.6445959394928807,0.31923556306695944,1.2758616784624042,0.49528459232793537,6.652302169926116,3.4726967877055137,2.283507525207723,1.6249647480367382,0.16367466270722925,0.2115229824546823,1.37960987823159,10.0,2.5855711283743066,0.8542798971255807,1.0671319947837152,0.8587561062165189,0.6864860718480287,4.133596203382215,0.08439920516787612,0.4304569059229855,0.515420736190251,7.7523654021524395,2.9960052209326196,2.879491616135239,1.9534560037306494,3.2593810071656777,2.3388823485376924,2.031262074221809,2.480975741199553,2.480975741199553,6.3687549474548,10.352647259529418,3.3510370630159545,1.666614060163873,2.6373173837340844,2.954343263954765,2.7197539611597095,2.504108752252129,1.412160070628452,0.775469541355869,0.20014671487012564,0.9176847694160122,1.515741927938463,1.518837996999447,0.5811061408905761,0.461527002585725,1.9225506412430489,0.5095120760541221,1.0561890402552863,0.8872892025985347,0.6097262436185914
V,10.0,1.6294932558634525,10.0,0.7846734608069997,6.066862776696963,2.5195172282216425,23.580221261064374,10.0,22.465172601279587,11.372327078282288,4.571208564635792,0.1847565825289903,0.17390380353329588,2.0491203557166178,12.043769294512204,11.527378628902385,5.024442962921362,0.8819323312775629,2.5809407727762643,0.0,0.16353877746666537,0.16215213041613372,0.18583985085659094,0.2467062166046008,5.829426002160922,3.7848783688724184,5.400409003774931,2.6048725874768173,0.4798701971012774,0.1374195187705197,2.8892813293930066,16.924983425386785,27.712368686362694,12.849887047786748,0.2889168045534473,0.48979996140310894,0.13210142897062926,0.8506922360437916,10.0,0.18879250642321507,0.3558016542237164,0.5286104672866789,5.036241386667032,4.954008414132163,0.24892257697520837,0.14072258785535888,2.2318265024670296,0.836624506771792,1.207556645705025,2.170762877156368,45.1685084598654,1.5213695779165002,0.7123682290596919,4.831507634356256,2.8475121506218084,1.9773708305753228,1.9773708305753228,1.068874650976341,1.027065424106316,0.38000466163288876,3.753359972566574,0.8675532638017928,1.1763597970973017,0.5571280311107268,0.6508001037904525,0.5109369250468142,0.3231760683139743,0.15461328193956314,1.5774254190409274,0.2460979928222569,10.0,1.8023590585048062,0.7442679136149398,2.0016765260804856,5.143771922039407,5.312751666352929,0.3784749943127567,4.774898025971027
Cr,10.0,5.774886425167387,0.6250199525934913,0.3617249682371242,7.021836578243841,4.209178428390662,30.29890133897465,10.0,0.621594008495159,4.3475630257973,2.4894881700903904,0.37786300059838157,0.23897162048594814,0.10318777578534198,0.42641689964393714,1.2153020075405534,3.6235967275428793,5.426191796231393,4.65023837695109,0.16353877746666537,0.0,1.5221484548797022,0.1526806461401095,0.5375479266733441,0.2835182911822458,0.2486422223779793,0.23848263064461325,4.692048522695531,0.9654498453382255,0.2223112730625554,0.19981173221748322,14.103796457289317,1.824935222847984,4.271002925454255,1.3173102960335226,2.299505950661328,2.8581862887579095,0.7391093812087721,1.4957559779975587,0.5323435090639396,0.34821029681856513,0.24814166939223206,0.9859651230399834,1.6804347481264341,0.27542492480279995,0.5698685227123861,0.3888366156396856,0.3504805521115448,1.9378098051325496,23.563097806776415,5.011302112883916,1.761127345486786,1.0742461754402488,4.732128340809445,2.5690294778719616,2.174713231007715,2.174713231007715,1.3913171327978247,1.3168523275668633,1.0134058130056107,0.5508498235999455,2.9690829652149113,3.3259896258621646,1.9064050618102923,2.8188155103201353,1.1713535708941767,0.8842536301466036,3.0356460675223715,3.050497052690114,0.8557086941745442,0.8480133027648128,0.4865828046387626,0.2265220408779477,2.002433705164142,0.5536957982816306,0.7332604553154871,0.6251746199584384,2.025940681871882
Mn,10.0,0.7685116322998976,5.027438073668554,1.2362477266983967,10.0,2.1101634275398,16.810053610017302,10.0,0.554886087168662,0.13383391271245734,0.8796589229848888,1.228993140668152,0.8298182563961956,9.270802386718616,45.78865318246564,3.2187023967250057,0.3199168804225613,0.4296975851426961,0.36266973232080213,0.16215213041613372,1.5221484548797022,0.0,0.14913475869714096,0.09475046509504009,0.19664993303491796,1.1497311024457644,0.14758662785369964,0.9399186998242551,0.4620656517618153,2.0423671207340184,4.3823835751981,10.0,25.389791308501238,3.147801778044264,1.372954289642931,0.36991690726491394,0.9941472838337149,0.4365521115426002,1.279299579465367,1.4326546685552142,4.815089926401019,0.6271925946593601,0.8787027446028685,0.12267439475557639,0.9207980782624093,0.571786514888986,0.4286732305560709,0.524781910716393,1.1380013838112473,55.74554630078669,7.163784969119717,1.579139100394469,9.83881241381224,1.646230120405194,2.063519506316153,1.9002218427715685,1.9002218427715685,4.081639339858443,2.4735416072631637,1.368707112637815,1.4137387222753992,1.2507645069131412,1.5464285211755924,0.9956834757274564,0.9585328886944661,0.8104806672117981,0.6656091374736066,0.6883575404580803,0.4988431187777651,0.46799813942852964,1.0721090186688498,0.4199069497867653,0.8113238324403411,4.75224297540421,0.2539514903833448,2.729365720418844,0.4303921142710011,10.678933378612458
Fe,10.0,0.6277962766126811,4.868960863990092,2.441708889839379,4.552419085383723,1.71810289314497,20.94766430008822,116.58105081071812,0.633508146153748,0.14696428353772795,0.7311541105902161,1.2274210533708656,2.752259431176318,42.44911003407852,1.241685706843383,1.217364541529524,0.4315188643658103,0.9151259308999774,0.6495648038470949,0.18583985085659094,0.1526806461401095,0.14913475869714096,0.0,0.16546782530971768,0.21368974485372794,0.9522840711665848,0.14901326445518437,1.8625995458881859,0.4514601008193255,2.1295300473015955,0.3825734109323024,22.12290590272242,23.44459998509839,4.810670037229163,1.1693907050121606,1.4126166162152616,0.754169680286694,0.47095274855208313,10.0,0.4035125573722502,0.9535678817265342,0.48792303404290666,0.6782260776940338,0.1023055232842407,0.5801697799067655,0.25174979323875735,0.5433941561265574,1.2380094454667008,1.2928983310410833,53.9791323802291,10.610011988796643,6.610880416879515,3.6381125917983286,2.6095529225649234,4.092176734874999,4.448578704957599,4.448578704957599,2.846068934771249,3.601887404348289,1.395134177403283,1.4222395620099249,2.943766795363142,1.450564957839761,0.8314410714355474,0.8547285121586646,0.7434767558637745,6.689420034334954,0.5119660929561872,0.35800310852744494,1.5843067602753975,0.749551384320795,0.47284193298820876,0.4787991933245629,1.3359830540020243,0.32500588190770435,3.23652835401125,0.6575012736273863,7.447534007821257
Co,10.0,0.7331366778568923,0.9932756840679129,10.0,10.0,10.0,13.37709057863633,10.0,0.8473800482576557,0.1939976455678572,0.7798882917690153,0.736292145833013,8.31453179648775,69.6402275291474,37.705756014936654,1.8733246591437813,0.5714560985201158,0.47160799423330413,0.5833393198083651,0.2467062166046008,0.5375479266733441,0.09475046509504009,0.16546782530971768,0.0,0.09472724030748124,0.14056431068979433,0.10448168154179945,1.804802471845173,0.2749264021465013,1.6818358041772559,0.24847034321014685,7.085897025899147,27.687377548526378,3.1661419933840467,1.0936396725968622,0.6023537241415235,0.8906520344566033,0.7518931319287119,1.337199861787602,0.42206382415983845,0.6037320352739034,0.672911022670511,1.940788698193967,0.25475189154137595,0.9893263127311896,0.2664701273740758,0.5908967966941138,0.4831956571538389,1.1262075105547902,63.758593126169,6.258339643059495,1.7846570613780055,5.8332917464168945,1.8461849990719592,2.3141593089765444,1.9589626788010663,1.9589626788010663,1.7165299046234692,3.4024284330225076,1.647612103647303,2.196924043918938,4.352025717173596,1.3189982424664188,0.9819072566313478,1.2121250325643729,0.986283596920426,3.5992294739126667,0.6956348158510083,0.5032807190640566,0.7650001500328402,1.2745474863154869,0.6358887251190894,0.8277090663616977,1.5411266305660456,0.2449881188696373,5.1893979798920515,2.2082290440638586,6.47799083883158
Ni,10.0,0.7510487430855227,10.0,2.652579527561981,5.645480669008599,2.755596386471851,26.0183482552472,10.0,0.4998098364609953,0.16532850408794778,0.5650075531644635,1.6040041616796288,4.6587781235222465,6.072459957841814,35.92276323612064,1.4096242092702054,0.5503288826889188,0.48874775872650494,0.44022125221403285,5.829426002160922,0.2835182911822458,0.19664993303491796,0.21368974485372794,0.09472724030748124,0.0,0.143462477062433,0.2104420178490888,0.8094024316025836,1.7300192922732855,2.005531961719091,2.799994985494309,12.277664512350974,26.36667839473953,3.4340530666269014,1.1131231227326752,0.5181025834101505,1.7728863847348488,0.5517155512733581,1.4912935756885637,3.247186696151766,0.575034969245579,0.4235648015397766,1.8487372559061301,0.19568153236990496,0.4572112898341193,0.3116094218871738,0.5191068730252112,0.5410949565054651,1.189291198370435,4.559064919133059,7.7090373537383945,1.513408936292201,5.556619216819471,2.408931174291769,1.2458049633002557,2.15911516811168,2.15911516811168,1.9928615314432208,1.940286858635708,1.5696983003709584,1.3280804458477762,1.0129631267517558,1.0629881451110552,0.8213745901920216,0.9941307420389959,0.6847626916154387,1.9069310949540301,0.5955868598394575,0.46614022914006115,0.5310643353006383,1.213337235034881,0.5643107039111176,0.557778611045938,1.4520494485448943,0.5067552374759664,4.944896823409247,1.457047696097622,8.37673158111689
Cu,0.6591566216741283,1.1660167890012652,4.603484843907058,3.0969593796698027,0.5780895770042672,1.5653640722301996,11.757486692001018,9.897210722579896,6.52902506828977,1.5700655360721518,0.9916966966579636,1.8723949169428136,1.5293478767683644,77.45049821435283,10.0,0.9883037929487857,17.495592652211542,1.1014139359278525,1.1269303093486827,3.7848783688724184,0.2486422223779793,1.1497311024457644,0.9522840711665848,0.14056431068979433,0.143462477062433,0.0,0.2094695488484042,0.6776672924164752,0.2593569616548276,4.123625892166868,3.3273543368043867,2.1172436020823246,15.862323950961894,6.95731566586675,8.45922786283195,0.6666690622421092,2.184941293348063,0.3051308960143808,10.0,0.753518166129336,1.1018642983894433,0.5743010455057544,0.07369314129279206,2.1046989402200453,0.5797365850956608,0.8736947468630669,0.36590051760872344,0.6937298147294119,10.0,70.89717490421779,37.45011673483436,8.775889959947598,2.1122138177358156,2.6668121675519623,12.409745477822705,3.985864379494844,3.985864379494844,1.4180820150706568,4.143730756854792,1.4526161021020396,14.14199638583733,8.225902657840646,1.138887206044698,9.959871789904266,4.592202065953421,8.628798531086796,1.6992529229408013,1.7745727028404459,0.5821250070329436,1.4432170068417398,0.8633503629625581,1.4267848315594827,0.5296898604183635,0.20109854414546666,0.11054319310509025,4.250915245922703,1.3262321387414333,2.3468688231070023
Zn,10.0,0.8599727531966744,0.4922372477961327,4.2836683160154765,7.103840093016424,10.0,33.848210885696325,10.0,0.7824795997896064,0.15761803103520533,0.8027708067763524,0.26991188003924665,2.0603365866239503,0.6145892952977173,45.19567156880853,1.4627720547063143,0.8313627489082398,0.9730511771505007,0.3579658529338744,5.400409003774931,0.23848263064461325,0.14758662785369964,0.14901326445518437,0.10448168154179945,0.2104420178490888,0.2094695488484042,0.0,1.2617997946053912,0.21029934993018354,0.886668139886494,0.4660763314726105,10.0,9.346053638254775,3.4569454048300843,0.49284026727644614,0.7706030673397062,1.1823489516202088,0.33728988730605836,10.0,4.086010810073917,0.5569653376410556,1.6861155465557667,0.867253804903711,0.12883063766117783,0.7922807232479661,0.691795715470905,2.977060655559016,0.7491732140253834,0.8317489420218187,76.4106838489424,6.441017183892793,1.9720287448224565,5.149965529282533,2.2132408858377874,1.7007801037625656,1.8756131998804364,1.8756131998804364,5.335148470476386,4.075567414970355,1.2106950159340006,2.633323610094065,1.4662673840912495,2.233947275703953,1.0965272494023135,1.1719202031271485,1.0896648982503627,3.1776068347710615,0.8335489185804534,0.4443251713450613,0.3495874226407837,10.0,0.8292354616839253,0.8496090323872233,0.9728189570350659,0.20348214738957185,1.2902232333905457,3.3102258345399127,3.6515837033183423
Ga,10.0,0.6456830686079486,1.0968457968480554,0.8148239484876592,10.0,7.850704268196001,197.41146688110496,10.0,1.6997660834869006,0.8435782383588464,0.07303927594561653,1.1095098349181671,1.4315351961125546,0.6340312879549861,9.005354920903413,3.6961043043167523,1.466544587042218,0.29643997394486543,0.6445959394928807,2.6048725874768173,4.692048522695531,0.9399186998242551,1.8625995458881859,1.804802471845173,0.8094024316025836,0.6776672924164752,1.2617997946053912,0.0,0.5941727266264701,0.771173858649381,0.4321876188276941,1.3873962317257371,3.046377727618768,3.758291400189242,1.0051129388908018,0.47619216643047035,3.0306865192327233,2.873885919307427,10.0,1.4507551487942003,1.9977031226875048,1.3464297522654736,0.3533855760560413,2.4196053480502324,0.12747418183320858,7.714668335348704,3.7229997497075913,1.4791846766123802,0.9015318602021368,0.7909034324478477,1.3109532529091472,3.719569380543182,0.7397404425818214,9.467519842170306,4.750353809499301,7.2310967355896905,7.2310967355896905,4.626195319323889,3.2558749814639225,6.080717258400044,3.0369655711687336,4.275089544207832,1.7857047774837902,4.9352049945223175,0.8889286315854666,0.9837448515937549,10.0,0.5558083063977832,10.0,5.678780215247099,10.0,3.725632274066468,10.0,10.0,0.9224584592974219,0.9531531584339129,2.713668707902166,9.350371133364321
Ge,5.634393479933608,0.7188857040449165,0.15713298495361222,5.859266348153589,10.0,12.991520116033449,173.19944942326887,10.0,3.743324970568285,0.5250829523061034,0.6355691683290751,0.055858807317244574,0.3079293315115726,2.132127737865939,1.4935301491480024,6.827755368788076,1.7468996969945914,2.6427257685580727,0.31923556306695944,0.4798701971012774,0.9654498453382255,0.4620656517618153,0.4514601008193255,0.2749264021465013,1.7300192922732855,0.2593569616548276,0.21029934993018354,0.5941727266264701,0.0,0.15915147921155653,2.246685727371327,1.1223196867103316,34.27879210380155,9.348959387688527,4.313716777926427,0.6808943033782536,6.809119184092141,1.2675769374936359,3.214472148818026,0.646573220576545,1.5654908266336705,0.7196396027671551,0.6820666270287282,0.28486356003700547,2.9212750212158998,0.18794180681206502,1.6536043004703314,1.3448972440790619,0.2891040014095017,10.0,9.651121719466996,7.9900579308382715,2.9581045095330945,3.9794441003673717,10.0,8.611894416598071,8.611894416598071,5.509690149568916,4.9805167635713055,7.243222916389595,11.593591075384722,9.157119375540743,3.550685818083071,5.87865393641049,12.075701296888223,10.0,0.9320002643030131,3.8348479480532927,2.6716088508278895,1.418967412875464,3.2467605593143065,3.807087801499317,0.6091374592371177,10.0,0.364417411934339,6.574233057701766,2.517071414262266,1.470932624878557
As,10.0,0.9463714667887627,1.7842175804134643,0.5725777083094753,10.0,3.0152759039591377,10.0,10.0,1.9243200720251,3.614273107410382,2.135516268961776,0.1744503182764419,0.06047639336550959,1.6274110021049248,16.557868782628816,3.288049154045345,2.614628436579066,3.3004919151845855,1.2758616784624042,0.1374195187705197,0.2223112730625554,2.0423671207340184,2.1295300473015955,1.6818358041772559,2.005531961719091,4.123625892166868,0.886668139886494,0.771173858649381,0.15915147921155653,0.0,1.2757262187051226,1.6027933828136565,1.0707670993593044,7.6565040684422385,1.2533817492116377,2.5315267778808472,0.4207247554407052,3.108707811593003,10.0,10.0,2.6463256595891766,3.3013611290036446,2.224001055010052,2.3143475987505426,1.8066198660521948,0.6465116122467571,0.19641198001872848,10.0,10.0,2.694952693631729,35.86137934057957,2.67100540050429,1.4245374218605664,2.8788157998268127,1.6961129853073795,2.3067042388920225,2.3067042388920225,1.5326851090427158,1.2249030566174945,1.9400848544287068,0.9829591020037062,1.4945141594737228,1.024336640411802,1.6353397753157992,1.4010187245998416,1.5716824546773396,2.194926299140216,0.8019480639573509,10.0,3.1980551016852683,1.5776725060335393,4.8681030922583455,0.7015868783074898,10.0,2.939670354726385,0.8927787425286606,1.5566460494998442,2.147523007166306
Se,10.0,38.769163177456676,1.0869782908916974,1.687315542760345,2.9250948387243776,0.23755120282292852,1.1263191015751726,46.426093115252776,15.14037947768587,5.6219526026382445,0.4411833989592416,0.9519862958862608,0.5835223440329198,0.08428626814977846,3.091740064975089,10.254699033985414,1.5949520631119949,1.6785474507006084,0.49528459232793537,2.8892813293930066,0.19981173221748322,4.3823835751981,0.3825734109323024,0.24847034321014685,2.799994985494309,3.3273543368043867,0.4660763314726105,0.4321876188276941,2.246685727371327,1.2757262187051226,0.0,1.8004514599218842,11.106804329475809,12.865561726116209,4.3195471951662405,4.347451769744764,10.0,0.5449019468396827,2.394453900680085,0.5604734251644535,0.6731342329895197,0.541064377570558,33.87303038571151,1.8671299775764667,1.216731184920165,0.9125374364156746,7.947029838224571,0.13485925206975627,1.8330357436995572,23.238311329131623,11.093720363232823,4.640061276493508,3.1702383078631056,6.58958679835484,5.063813067241426,5.132902997740045,5.132902997740045,21.566247000259203,5.337683298863678,39.37839547751624,45.38009252141162,7.432436384898891,22.328722166659897,12.79464699014152,18.918198502176804,0.9753748930671585,1.8169872156710447,2.131068780472523,0.49109600498859357,1.067053559289216,2.4415607401481534,2.107967629321744,0.4858149010991328,10.0,24.89994846954792,0.8535028992898638,4.17410997006937,2.5982566594794463
