ionA,H,Li,Be,B,C,N,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi
Br,10.0,7.955883303545632,10.0,10.0,10.0,4.177911322641901,1.3869565434192015,0.6335651638940745,2.277326661755118,15.925617365002644,16.773053472951645,10.0,10.0,0.7704970954642614,0.10958891897979865,1.3471523158257137,7.813739100070078,14.635221643990894,6.652302169926116,16.924983425386785,14.103796457289317,10.0,22.12290590272242,7.085897025899147,12.277664512350974,2.1172436020823246,10.0,1.3873962317257371,1.1223196867103316,1.6027933828136565,1.8004514599218842,0.0,1.720413810088319,2.2947755378976313,10.0,6.204028253482883,3.3445413609506622,10.0,10.0,10.0,10.0,2.4553243116295898,1.491932202252215,18.174564145878666,7.8148921570497505,10.40561006377182,2.4889406534976284,10.0,0.053764084707114315,2.391622947623409,5.032647266401687,3.334959376310172,6.162118846754883,4.4223072900910205,5.543281733771732,7.533798109162011,7.533798109162011,10.0,19.56465546329242,15.823153104496223,18.234774250070355,20.000947407234055,6.99107101291622,10.0,18.98868486772911,10.0,10.0,10.0,10.0,4.616592428324618,10.0,10.0,10.0,0.6631596108491346,10.0,5.481928298005472,12.695861582816338,2.3135303097477795
Rb,10.0,0.4666926251825459,10.0,10.0,10.0,2.1463641480955746,41.481696764732874,12.808103511174458,0.6885018436075301,8.329824990234275,3.5309399750677195,44.154127062657345,10.0,10.011766834922073,2.0096115905463887,0.20523562851825056,1.123659855417367,0.9218908406356537,3.4726967877055137,27.712368686362694,1.824935222847984,25.389791308501238,23.44459998509839,27.687377548526378,26.36667839473953,15.862323950961894,9.346053638254775,3.046377727618768,34.27879210380155,1.0707670993593044,11.106804329475809,1.720413810088319,0.0,0.4734947341837271,1.5372728738426649,2.638256488658556,1.4591020920983042,5.226289834661939,8.875810287458037,11.107161388160074,24.939175314502002,25.549315726407677,1.1874243368285398,41.32111055411251,6.145613915678005,4.177051306589362,6.560440833423408,20.20894069302563,2.6699797107249235,0.1625503745068167,0.24379358369542262,0.8195211906735456,0.49476131019970676,0.47480031626956715,0.8045550999083281,0.6559260600401335,0.6559260600401335,1.0270872240417475,0.49638428916469396,0.7366920861888888,0.4654041657702116,0.3945853238479542,0.4362474040359843,1.2610519885752802,0.47546773562741207,0.5973138215523662,1.1013079183349617,19.04137525259889,4.79134673604769,3.939242839345241,16.66310352731888,15.314071882849994,22.626892831629256,11.726041082831562,10.0,0.4314198198049614,0.6245128078762487,1.840280690505166
Sr,9.803163726989887,2.8000737511742666,10.0,10.0,10.0,10.127793756089652,134.974311193723,10.0,1.1778289861476232,2.323860081133417,24.014175507463523,52.45525841718945,10.0,15.14592122263772,7.1732702296579385,0.5710626430310993,0.15030199192449142,3.892609394321161,2.283507525207723,12.849887047786748,4.271002925454255,3.147801778044264,4.810670037229163,3.1661419933840467,3.4340530666269014,6.95731566586675,3.4569454048300843,3.758291400189242,9.348959387688527,7.6565040684422385,12.865561726116209,2.2947755378976313,0.4734947341837271,0.0,0.9681871924203717,1.5513390524144286,4.355615037156031,4.482705679479085,5.590170658397329,13.499187131290054,8.32577444250949,2.7797103157013487,1.9986595348604321,2.239815968443512,11.735375506973192,4.965339894700152,34.64228291922345,1.4917281793963937,4.135003017187926,0.37514706988213964,0.18511219182072236,0.16317291074063764,0.8927848562498801,0.37802280087991524,0.3619512877195316,0.5465786723498406,0.5465786723498406,0.8940773761856955,0.9949580624952723,1.0216867287466176,1.3542680278663797,1.0405717338420701,1.4824326615395125,1.5228391721007033,1.36723975746058,2.4222516592379195,14.26100194148531,7.060616997853392,3.222014265901789,1.6162140893765067,10.0,4.122946987575112,10.0,10.026908075930052,2.627706265724255,1.2253745858819016,0.39837430299142457,3.055240441910353
Y,10.0,1.1851865987162902,10.0,1.91811614082343,10.0,1.8102536514492662,76.99287967308263,78.04633705303632,0.5683700218527313,0.6381921305221571,0.8332836113547746,3.4169353694749747,0.8498023741043271,3.7379066758937345,6.195871124376575,0.769247976831868,0.44688041130275735,0.285839790305602,1.6249647480367382,0.2889168045534473,1.3173102960335226,1.372954289642931,1.1693907050121606,1.0936396725968622,1.1131231227326752,8.45922786283195,0.49284026727644614,1.0051129388908018,4.313716777926427,1.2533817492116377,4.3195471951662405,10.0,1.5372728738426649,0.9681871924203717,0.0,0.9289066177622017,0.7322230478770833,0.6918281331989399,10.0,0.34204865979240207,1.1834815146050546,7.017767813655362,2.039668299203866,1.1640067851619713,0.4150133048454206,9.028445698696345,1.3248357090485154,0.601135291102431,12.712751324712858,2.244240887742305,3.050975200798478,0.34826542813221356,0.6242682116106396,0.283119476362552,0.2482916619450653,0.26091448942112005,0.26091448942112005,0.2791353514681441,0.23678085737318774,0.19559665750832195,0.24343765175247528,0.2182562995198627,0.25433293604286406,0.21995571284390003,0.19708866108803846,0.2307944060647346,0.49015292134716343,0.3685211825139626,0.9418927968234816,0.13335949727258117,10.0,0.4640688606625606,4.5763411569024,1.8954319599615312,3.4750358526202185,0.6190501787105885,1.902858476741024,1.0130876704057579
Zr,10.0,1.5641875034081982,4.067459596638459,4.54667328904805,10.0,0.8836866627743915,13.391032123060972,10.0,2.062864739795055,0.4075190481823048,0.5519361374722681,0.8983220462239517,1.3230629372414133,5.875593257702001,19.20987395040728,2.198986115901826,0.9211927660315441,0.9180205469537777,0.16367466270722925,0.48979996140310894,2.299505950661328,0.36991690726491394,1.4126166162152616,0.6023537241415235,0.5181025834101505,0.6666690622421092,0.7706030673397062,0.47619216643047035,0.6808943033782536,2.5315267778808472,4.347451769744764,6.204028253482883,2.638256488658556,1.5513390524144286,0.9289066177622017,0.0,1.6477886737950114,1.856244899692178,2.4943410383126845,0.5785433711751133,0.341564694124587,0.596034030600063,1.3730933149770972,0.7068480707994896,2.266850885369146,0.20173880129353164,10.0,0.8965688997636072,7.231191511526588,1.946213367593467,2.108864329334735,1.821819864688335,0.8559135644084799,1.155628093536776,1.6374925271852534,0.9481408047732751,0.9481408047732751,2.3779691104759526,0.9858166199794863,1.5963016463390027,1.1883203898672536,1.473446289649717,0.8161371959268214,0.9462184985810231,1.0270624090036085,0.7339593090021298,0.10998310019117855,4.041480990631068,4.05869899584279,2.5427161349408154,3.4999167040388097,1.0227457899311556,0.449383829357105,10.0,0.3890124576106755,5.1002489238390325,1.0821778187911466,2.1553304640877204
Nb,10.0,1.4316412095001698,10.0,10.0,10.0,9.227712918879343,167.05084070721117,10.0,1.1816817435366442,0.7872734436354557,2.363113503536095,4.769604150818516,0.7741415187879294,29.313598174253986,24.4223178000793,2.242742305956447,0.8435020043746337,1.0063837465896712,0.2115229824546823,0.13210142897062926,2.8581862887579095,0.9941472838337149,0.754169680286694,0.8906520344566033,1.7728863847348488,2.184941293348063,1.1823489516202088,3.0306865192327233,6.809119184092141,0.4207247554407052,10.0,3.3445413609506622,1.4591020920983042,4.355615037156031,0.7322230478770833,1.6477886737950114,0.0,0.5197608583466842,10.0,0.24756293508819435,1.4279684734358002,3.6538318830087824,1.5318366677040793,0.8999045598677705,0.9935882001405895,0.40424727633705376,0.4872444720984475,1.6242513401481065,1.0609358771976276,29.722626329387523,3.233973390706707,1.028880059949184,1.073036713695889,1.1957623875664027,0.7173008635642791,1.1224128557879307,1.1224128557879307,2.882456181746887,1.1667930909443158,1.067147974786362,1.684144022334317,0.7119917425062022,0.8874173907639028,0.6358123524516175,0.6126139337683073,0.6119671183264538,3.2381248215400027,0.06145280296439963,0.47078085981538575,0.4291385058981649,0.4349232347168655,0.3169554423139494,1.401698983472112,3.1622000870622924,1.1259803201751373,2.4748389179058643,1.7884377487428822,0.7615815832128598
Mo,10.0,0.7863509143255274,3.7789945210221023,8.14899957312988,10.0,3.3872531818608675,25.060131649530668,10.0,0.31938915911022203,0.3763829176829897,1.4102731588253798,1.2799905547298418,5.732162179603138,0.5350197566128476,23.154827801859895,0.643087646967459,0.5884892518060817,0.9553704015837455,1.37960987823159,0.8506922360437916,0.7391093812087721,0.4365521115426002,0.47095274855208313,0.7518931319287119,0.5517155512733581,0.3051308960143808,0.33728988730605836,2.873885919307427,1.2675769374936359,3.108707811593003,0.5449019468396827,10.0,5.226289834661939,4.482705679479085,0.6918281331989399,1.856244899692178,0.5197608583466842,0.0,1.7899737037317676,0.29876002144686464,2.6658745651753253,0.8897976803468562,0.706167961797545,0.41882413140408137,0.692610796232924,6.625778447386732,0.15802012175534938,0.4335496440127998,0.34272044482134384,3.7701791114370136,11.439537052790165,1.7137865425573071,2.9620733036849547,1.4913583482250585,1.6876203717688794,1.3132422614435693,1.3132422614435693,1.323904276453758,1.272119519281444,0.6722244644913554,0.9802635848931884,0.7293820715294311,0.9847539576364882,0.6035831804239932,0.6924882871226399,0.7261778355843445,1.4573772335345272,0.5707177808638039,0.12952308198744186,0.3804294798011045,0.3021404642966438,0.6993410874206291,1.094488843900723,0.6132457908072819,1.5873729808220076,2.05325983749381,1.6532272013647378,1.222485898189433
Tc,10.0,4.613140563105967,10.0,10.0,10.0,10.0,10.0,10.0,9.77331800823063,10.0,10.0,3.0981866795180677,10.0,10.0,10.0,3.679495869808203,6.679060869952994,10.0,10.0,10.0,1.4957559779975587,1.279299579465367,10.0,1.337199861787602,1.4912935756885637,10.0,10.0,10.0,3.214472148818026,10.0,2.394453900680085,10.0,8.875810287458037,5.590170658397329,10.0,2.4943410383126845,10.0,1.7899737037317676,0.0,1.5127529414365923,10.0,1.1792012756324914,1.2574336295777262,3.8755586656806824,10.0,1.6974585568564209,10.0,2.6077654688207046,0.26612472521381886,10.0,18.73199310460897,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.17135710495072,10.0,10.0,10.0,4.777658377456632,10.0,4.049121931309293,10.0,2.1040142917783897,1.8168803970368208,1.0513382022601219,0.26653800198620986,1.498695130489439,2.4409604979312776,0.5971268820190591,10.0,10.0,3.060727706590597,2.1070046326388647,3.7349125795626263
Ru,10.0,0.6828864496300286,2.4416680352858084,10.0,10.0,1.523089720885896,105.89481040537193,10.0,16.98968976230098,2.5352960240096762,0.8294388227651378,1.9394905076412061,10.0,2.1240929150198387,10.0,0.8905297132303372,0.5587119848316381,0.4739954777526806,2.5855711283743066,0.18879250642321507,0.5323435090639396,1.4326546685552142,0.4035125573722502,0.42206382415983845,3.247186696151766,0.753518166129336,4.086010810073917,1.4507551487942003,0.646573220576545,10.0,0.5604734251644535,10.0,11.107161388160074,13.499187131290054,0.34204865979240207,0.5785433711751133,0.24756293508819435,0.29876002144686464,1.5127529414365923,0.0,0.34683282603433896,1.6675983759613693,0.7319141395948817,3.7459583274181516,3.036952670168364,0.13591628711719414,0.20826635689897705,0.48134973424624683,1.3968939101739046,10.0,10.0,1.2277984892006435,0.46829208524605853,1.1928732824341794,0.7883303251052305,1.0776562378984074,1.0776562378984074,1.0692159264542878,1.7377373038706814,0.8253576057935049,0.9931939322996239,0.6549789796719477,4.618676547535962,0.3873424965952125,0.647032657638297,3.1850606114947557,1.4777969755080829,2.344640804256366,0.16241983374421487,0.1173805890773907,1.081469856292564,0.1646226743073242,0.2470109676064698,1.6682027423162664,2.061733424563823,1.3837307119285647,0.6438394075781853,5.014892912641693
Rh,10.0,1.7112055411213767,10.0,10.0,10.0,7.447006533945811,10.0,10.0,2.6428166519614025,0.5805896763891797,4.021152940056243,6.325094315330349,6.629228987319256,10.0,19.707283579650365,7.468887004277292,1.3781094981343534,2.7101502836999933,0.8542798971255807,0.3558016542237164,0.34821029681856513,4.815089926401019,0.9535678817265342,0.6037320352739034,0.575034969245579,1.1018642983894433,0.5569653376410556,1.9977031226875048,1.5654908266336705,2.6463256595891766,0.6731342329895197,10.0,24.939175314502002,8.32577444250949,1.1834815146050546,0.341564694124587,1.4279684734358002,2.6658745651753253,10.0,0.34683282603433896,0.0,1.2774135402619649,1.0013636816566502,1.0457497224556538,0.3218941450206556,0.13297955474378356,0.5925626613856966,1.6271054321029534,10.0,30.444861164603207,15.519265148414815,6.704839117592439,1.721437570537939,0.9881284639283198,5.329879978767167,4.511805181429592,4.511805181429592,0.6680633234538376,0.8071481484667943,0.7712517457815354,0.681586404712238,4.79586777324403,5.373281430438234,1.712216670048511,4.554648192456832,3.705958410793951,2.082657629260196,1.1815803257038875,0.9041301775795616,0.13090352983907919,10.0,0.17811739142153907,0.2699335914810474,1.106065285133099,3.3327829767958854,0.5785116181970703,0.19483022927526458,0.22546309432993444
Pd,3.0241292078700996,1.4553039491277313,10.0,10.0,2.8997393310990716,10.0,35.84464182365427,10.0,1.676549686712079,0.5392773120049781,0.6825396380648302,4.47033701193151,7.671320095718224,24.531457940218022,10.0,2.5064957302607085,0.7633461298027953,0.5649340672457746,1.0671319947837152,0.5286104672866789,0.24814166939223206,0.6271925946593601,0.48792303404290666,0.672911022670511,0.4235648015397766,0.5743010455057544,1.6861155465557667,1.3464297522654736,0.7196396027671551,3.3013611290036446,0.541064377570558,2.4553243116295898,25.549315726407677,2.7797103157013487,7.017767813655362,0.596034030600063,3.6538318830087824,0.8897976803468562,1.1792012756324914,1.6675983759613693,1.2774135402619649,0.0,1.448808863363266,0.5234968465660521,1.5676753443494091,0.5880541610552593,0.6515285950186958,0.31149827269763525,10.0,10.0,12.004466952583762,9.541208777525414,0.9809021203144962,3.2071101171446132,7.58285199471601,6.418972107452022,6.418972107452022,4.1082291216054285,6.67587532856225,3.888291815306408,3.299319151787009,3.618882686980203,3.0612595552554267,3.1557351847014847,4.665378438215905,2.111058683294837,1.7610208986009004,0.5795475669436981,1.7483521826200104,0.2508608949138771,0.24860490197036733,0.31717754286307104,0.5865603919616543,0.41276919540120754,0.4071206685141457,5.1635159345045105,1.0801703564345055,5.977027172016427
Ag,0.9331831350872788,0.3011540902589685,0.3995277267177072,0.7503174320966935,0.3368144314261565,1.1289912415900387,6.565072157168424,7.324803057334747,0.5422728058466486,0.7269632573167554,0.812425816380587,0.9379314737332254,3.2166798210903846,41.26944086636193,4.099396122280289,0.8444452790035535,1.645973984241381,1.1917701873527795,0.8587561062165189,5.036241386667032,0.9859651230399834,0.8787027446028685,0.6782260776940338,1.940788698193967,1.8487372559061301,0.07369314129279206,0.867253804903711,0.3533855760560413,0.6820666270287282,2.224001055010052,33.87303038571151,1.491932202252215,1.1874243368285398,1.9986595348604321,2.039668299203866,1.3730933149770972,1.5318366677040793,0.706167961797545,1.2574336295777262,0.7319141395948817,1.0013636816566502,1.448808863363266,0.0,0.8221723219851734,0.3268322795271352,2.587977750205863,1.021204702922558,3.8935809749646677,8.41126672690854,1.3574852164133213,2.6645303962873013,1.3547042809463288,0.7954775732836897,1.3442244916283126,1.1676992799806813,1.4263389705549019,1.4263389705549019,2.155640874702032,1.2309328973694036,1.5691152777294202,1.5628219564673773,1.516383664708328,0.9804785154983295,2.951798055267981,1.113292630121293,2.2104885872288302,1.6477268986264195,6.529428805851705,0.7307182959281107,1.8216885489544385,1.4106597503917726,1.8012713733450703,4.1120445321733925,0.2771664846386019,0.4378995859765281,1.0249702703726769,1.4902954220433215,0.7667452430300205
Cd,10.0,1.3385859088003549,4.550075697454697,10.0,10.0,11.276642034005759,14.254041508687981,95.7687326744551,0.9611650946864236,0.12607827174097677,1.9195356549315297,0.6418816063375048,5.377812529140207,19.09052765512371,41.44800117564562,2.7971516750526253,0.32728604960135355,0.6472256618021112,0.6864860718480287,4.954008414132163,1.6804347481264341,0.12267439475557639,0.1023055232842407,0.25475189154137595,0.19568153236990496,2.1046989402200453,0.12883063766117783,2.4196053480502324,0.28486356003700547,2.3143475987505426,1.8671299775764667,18.174564145878666,41.32111055411251,2.239815968443512,1.1640067851619713,0.7068480707994896,0.8999045598677705,0.41882413140408137,3.8755586656806824,3.7459583274181516,1.0457497224556538,0.5234968465660521,0.8221723219851734,0.0,0.7533004219251566,0.3026808773881684,0.890522414327845,3.7444931807039774,5.194370124043526,12.106794993915651,5.906921582167345,1.5825431947625979,2.2213860739433042,1.308609656749547,1.4941722397994117,1.1366109493614782,1.1366109493614782,1.1005731078462717,1.4437895910915657,1.4468502110845458,1.5324152964325768,6.13963512470289,1.39959433916761,1.1742862041819266,1.147442944495664,0.9336529847617397,0.6554997764373873,0.7980982645503725,0.7358416893879438,5.2234151989903514,4.044245872151285,1.5901275039522476,0.3710669925244039,1.2219117695922836,0.0964434292052542,1.1830615234226367,0.2969637363087909,2.74580118263178
